channel,category,name,phone,email_or_form,social,website,source,notes,status
DM,Creator,@notallgeminis,,,@notallgeminis,,https://hypebae.com/2020/10/best-astrology-instagram-accounts-to-follow-zodiac-signs-horoscopes-memes-costar-notallgeminis-jakesastrology,Instagram · astrology · (verify),to-do
DM,Creator,@glossy_zodiac,,,@glossy_zodiac,,https://hypebae.com/2020/10/best-astrology-instagram-accounts-to-follow-zodiac-signs-horoscopes-memes-costar-notallgeminis-jakesastrology,Instagram · astrology · (verify),to-do
DM,Creator,@jakesastrology,,,@jakesastrology,,https://hypebae.com/2020/10/best-astrology-instagram-accounts-to-follow-zodiac-signs-horoscopes-memes-costar-notallgeminis-jakesastrology,Instagram · astrology · (verify),to-do
DM,Creator,Nadine Jane,,,@nadinejane_astrology,,https://hypebae.com/2020/10/best-astrology-instagram-accounts-to-follow-zodiac-signs-horoscopes-memes-costar-notallgeminis-jakesastrology,Instagram · astrology · (verify),to-do
DM,Creator,Colin Bedell,,,@queerscosmo,,https://hypebae.com/2020/10/best-astrology-instagram-accounts-to-follow-zodiac-signs-horoscopes-memes-costar-notallgeminis-jakesastrology,Instagram · astrology · (verify),to-do
DM,Creator,Maren Altman,,,@marenaltman,,https://www.instagram.com/marenaltman/,IG/TikTok · astrology · (verify),to-do
DM,Creator,Aliza Kelly,,,@alizakelly,,https://www.instagram.com/alizakelly/?hl=en,Instagram · astrology · Mid (50-250k),to-do
DM,Creator,Debra Silverman,,,@debrasilverman_astrology,,https://www.instagram.com/debrasilverman_astrology/,Instagram · astrology · (verify),to-do
DM,Creator,Nick Grigolia,,,@zodiacboyfriend,,https://www.instagram.com/zodiacboyfriend/,Instagram · astrology · Large (250k-1M),to-do
DM,Creator,Elisabeth Bennett,,,@enneagram.life,,https://www.instagram.com/enneagram.life/?hl=en,Instagram · enneagram · Mid (50-250k),to-do
DM,Creator,Brittany,,,@enneagramexplained,,https://parade.com/991519/kelseypelzer/best-enneagram-instagram-accounts/,Instagram · enneagram · (verify),to-do
DM,Creator,Jenn Lisak Golding,,,@uncovered.gems,,https://indymaven.com/articles/3-enneagram-accounts-you-should-be-following-on-instagram/,Instagram · enneagram · (verify),to-do
DM,Creator,Jessica Betz,,,@menneagram,,https://parade.com/991519/kelseypelzer/best-enneagram-instagram-accounts/,Instagram · enneagram · (verify),to-do
DM,Creator,Amy Wicks,,,@wholeheartedenneagram,,https://www.instagram.com/wholeheartedenneagram/reel/DHeXKxaSimM/,Instagram · enneagram · (verify),to-do
DM,Creator,Abbi Rodriguez,,,@enneagramspace,,https://www.instagram.com/enneagramspace/reel/CjlTw9CACyM/,Instagram · enneagram · (verify),to-do
DM,Creator,Tyler Zach,,,@gospelforenneagram,,https://www.instagram.com/gospelforenneagram/?hl=en,Instagram · enneagram · (verify),to-do
DM,Creator,@living_my_human_design,,,@living_my_human_design,,https://www.instagram.com/living_my_human_design/,Instagram · human design · (verify),to-do
DM,Creator,Kiera Doyle,,,@meetingyourmagic,,https://www.instagram.com/meetingyourmagic/?hl=en,Instagram · human design · (verify),to-do
DM,Creator,@humandesignofficial,,,@humandesignofficial,,https://www.instagram.com/humandesignofficial/?hl=en,Instagram · human design · (verify),to-do
DM,Creator,Jenna Zoe,,,@humandesign,,https://www.instagram.com/humandesign/,Instagram · human design · (verify),to-do
DM,Creator,Jana Kellam,,,@janakellam,,https://www.instagram.com/janakellam/,Instagram · human design · (verify),to-do
DM,Creator,Kasia Vermaire,,,@kasiavermaire,,https://www.instagram.com/kasiavermaire/,Instagram · human design · (verify),to-do
DM,Creator,Erin Claire Jones,,,@erinclairejones,,https://www.instagram.com/erinclairejones/?hl=en,Instagram · human design · Mid (50-250k),to-do
DM,Creator,Emma Dunwoody,,,@the_human_design_coach,,https://www.instagram.com/the_human_design_coach/?hl=en,Instagram · human design · Mid (50-250k),to-do
DM,Creator,Claire Hellevang,,,@mbti_as_things,,https://www.instagram.com/mbti_as_things/?hl=en,Instagram · MBTI · Mid (50-250k),to-do
DM,Creator,@16personalitiesofficial,,,@16personalitiesofficial,,https://www.instagram.com/16personalitiesofficial/,Instagram · MBTI · Mid (50-250k),to-do
DM,Creator,@mbtitime,,,@mbtitime,,https://www.instagram.com/mbtitime/?hl=en,Instagram · MBTI · Mid (50-250k),to-do
DM,Creator,@mbti.types,,,@mbti.types,,https://www.instagram.com/mbti.types/?hl=en,Instagram · MBTI · Niche (<50k),to-do
DM,Creator,@mbti_personality,,,@mbti_personality,,https://www.instagram.com/mbti_personality/,Instagram · MBTI · Niche (<50k),to-do
DM,Creator,@infpmemesdaily,,,@infpmemesdaily,,https://mbtimemesdaily.medium.com/top-25-biggest-mbti-accounts-on-instagram-jan-2022-8da0903076d8,Instagram · MBTI · (verify),to-do
DM,Creator,@infj_things,,,@infj_things,,https://mbtimemesdaily.medium.com/top-25-biggest-mbti-accounts-on-instagram-jan-2022-8da0903076d8,Instagram · MBTI · (verify),to-do
DM,Creator,@typefy,,,@typefy,,https://www.tumblr.com/mbtitime/711510241204977664/the-16-types-as-symbols-follow-me-on-instagram,Instagram · MBTI · (verify),to-do
DM,Creator,@mbtimemesdaily,,,@mbtimemesdaily,,https://mbtimemesdaily.medium.com/top-25-biggest-mbti-accounts-on-instagram-jan-2022-8da0903076d8,Instagram · MBTI · (verify),to-do
DM,Creator,@numerologistcom,,,@numerologistcom,,https://www.instagram.com/numerologistcom/,Instagram · numerology · Mid (50-250k),to-do
DM,Creator,@numerology.report,,,@numerology.report,,https://www.instagram.com/numerology.report/,Instagram · numerology · Niche (<50k),to-do
DM,Creator,@numerologyguru9,,,@numerologyguru9,,https://www.instagram.com/numerologyguru9/,Instagram · numerology · Niche (<50k),to-do
DM,Creator,@numerologynamecalculator,,,@numerologynamecalculator,,https://www.instagram.com/numerologynamecalculator/?hl=en,Instagram · numerology · (verify),to-do
DM,Creator,@kristy.numerology,,,@kristy.numerology,,https://www.instagram.com/kristy.numerology/,Instagram · numerology · (verify),to-do
DM,Creator,Stephanie,,,@altaredstatesofconsciousness,,https://www.instagram.com/altaredstatesofconsciousness/,Instagram · spiritual self-discovery · Niche (<50k),to-do
